shot_made_flag,shot_id,IP_1,IP_0,pred
,774,0.4208811914,0.5791188086,0
,783,0.2727258542,0.7272741458,0
,784,0.3154333514,0.6845666486,0
,789,0.297359425,0.702640575,0
,792,0.3095637472,0.6904362528,0
,804,0.3031202919,0.6968797081,0
,809,0.3003716095,0.6996283905,0
,812,0.2797544672,0.7202455328,0
,813,0.3004281384,0.6995718616,0
,817,0.2736232818,0.7263767182,0
,820,0.3075106389,0.6924893611,0
,825,0.2910928274,0.7089071726,0
,826,0.3253500184,0.6746499816,0
,829,0.4199264279,0.5800735721,0
,855,0.3584458338,0.6415541662,0
,859,0.7554429111,0.2445570889,1
,862,0.343109514,0.656890486,0
,870,0.3428512233,0.6571487767,0
,876,0.359464391,0.640535609,0
,880,0.2906620827,0.7093379173,0
,886,0.9827963681,0.0172036319,1
,889,0.8056608943,0.1943391057,1
,891,0.3891748531,0.6108251469,0
,897,0.9822272357,0.0177727643,1
,902,0.4263470444,0.5736529556,0
,903,0.336933081,0.663066919,0
,908,0.380802193,0.619197807,0
,909,0.4103849545,0.5896150455,0
,920,0.348365288,0.651634712,0
,922,0.4684610187,0.5315389813,0
,924,0.710870192,0.289129808,1
,932,0.397442579,0.602557421,0
,934,0.4247906072,0.5752093928,0
,937,0.3751861645,0.6248138355,0
,941,0.341841698,0.658158302,0
,943,0.3055491226,0.6944508774,0
,950,0.3752991458,0.6247008542,0
,952,0.3531003868,0.6468996132,0
,954,0.9499418287,0.0500581713,1
,963,0.2830704943,0.7169295057,0
,975,0.3958997579,0.6041002421,0
,979,0.4631112135,0.5368887865,0
,981,0.4175120175,0.5824879825,0
,983,0.3792722611,0.6207277389,0
,985,0.4900512627,0.5099487373,0
,989,0.4546863012,0.5453136988,0
,995,0.3773107341,0.6226892659,0
,998,0.3747017618,0.6252982382,0
,1008,0.2417425552,0.7582574448,0
,1019,0.7077099663,0.2922900337,1
,1023,0.3758746743,0.6241253257,0
,1026,0.3104505575,0.6895494425,0
,1029,0.5821348069,0.4178651931,1
,1034,0.7855059884,0.2144940116,1
,1036,0.5119121496,0.4880878504,1
,1038,0.3163009463,0.6836990537,0
,1039,0.565266937,0.434733063,1
,1051,0.3097431935,0.6902568065,0
,1052,0.2606806274,0.7393193726,0
,1066,0.252294657,0.747705343,0
,1087,0.1869207593,0.8130792407,0
,1092,0.2666841642,0.7333158358,0
,1094,0.8374497309,0.1625502691,1
,1098,0.4152975506,0.5847024494,0
,1099,0.3410683187,0.6589316813,0
,1102,0.3475073232,0.6524926768,0
,1118,0.3724975629,0.6275024371,0
,1131,0.3345975422,0.6654024578,0
,1133,0.771697551,0.228302449,1
,1135,0.9536496193,0.0463503807,1
,1138,0.3955649839,0.6044350161,0
,1139,0.7974194494,0.2025805506,1
,1142,0.3843867616,0.6156132384,0
,1151,0.4509809427,0.5490190573,0
,1152,0.4537327348,0.5462672652,0
,1155,0.8026869353,0.1973130647,1
,1165,0.4260150414,0.5739849586,0
,1167,0.9819472296,0.0180527704,1
,1172,0.4511895429,0.5488104571,0
,1174,0.78986871,0.21013129,1
,1180,0.3645851246,0.6354148754,0
,1200,0.3280330863,0.6719669137,0
,1202,0.3434147994,0.6565852006,0
,1227,0.5572908123,0.4427091877,1
,1228,0.6152290505,0.3847709495,1
,1229,0.3062483679,0.6937516321,0
,1237,0.4514697216,0.5485302784,0
,1241,0.3202873592,0.6797126408,0
,1256,0.2671191941,0.7328808059,0
,1279,0.4073658952,0.5926341048,0
,1293,0.3379578315,0.6620421685,0
,1295,0.3444024735,0.6555975265,0
,1319,0.7295859262,0.2704140738,1
,1320,0.3484656145,0.6515343855,0
,1321,0.7139154663,0.2860845337,1
,1322,0.5174114568,0.4825885432,1
,1334,0.2512665969,0.7487334031,0
,1351,0.6945770559,0.3054229441,1
,1373,0.3456960667,0.6543039333,0
,1375,0.3674660304,0.6325339696,0
,1380,0.4683756123,0.5316243877,0
,1382,0.8276406949,0.1723593051,1
,1385,0.4079876315,0.5920123685,0
,1399,0.4519255746,0.5480744254,0
,1403,0.9577816916,0.0422183084,1
,1428,0.3180351166,0.6819648834,0
,1434,0.3163356221,0.6836643779,0
,1444,0.9581723456,0.0418276544,1
,1448,0.402542723,0.597457277,0
,1466,0.8174971752,0.1825028248,1
,1476,0.3786375011,0.6213624989,0
,1478,0.4684990976,0.5315009024,0
,1485,0.4119976218,0.5880023782,0
,1491,0.7902018561,0.2097981439,1
,1494,0.6614569957,0.3385430043,1
,1500,0.4006588064,0.5993411936,0
,1501,0.6060761315,0.3939238685,1
,1503,0.3874698179,0.6125301821,0
,1519,0.6622871914,0.3377128086,1
,1524,0.3925729446,0.6074270554,0
,1529,0.720097405,0.279902595,1
,1533,0.6836546292,0.3163453708,1
,1538,0.9847098957,0.0152901043,1
,1539,0.3421519974,0.6578480026,0
,1546,0.3742670689,0.6257329311,0
,1555,0.3498704439,0.6501295561,0
,1559,0.3166967974,0.6833032026,0
,1563,0.4705523296,0.5294476704,0
,1565,0.6979353027,0.3020646973,1
,1574,0.3799719201,0.6200280799,0
,1591,0.3608309431,0.6391690569,0
,1594,0.3180634113,0.6819365887,0
,1605,0.3101634661,0.6898365339,0
,1611,0.4022367259,0.5977632741,0
,1614,0.4075412954,0.5924587046,0
,1620,0.323893288,0.676106712,0
,1626,0.2523869176,0.7476130824,0
,1630,0.3576676906,0.6423323094,0
,1632,0.2846459884,0.7153540116,0
,1634,0.2881646318,0.7118353682,0
,1643,0.2697548614,0.7302451386,0
,1651,0.4319464468,0.5680535532,0
,1655,0.3745055827,0.6254944173,0
,1658,0.3129427049,0.6870572951,0
,1659,0.3858410924,0.6141589076,0
,1665,0.3833537512,0.6166462488,0
,1675,0.3612253263,0.6387746737,0
,1680,0.754933874,0.245066126,1
,1690,0.3494807747,0.6505192253,0
,1696,0.2841282967,0.7158717033,0
,1714,0.3217772386,0.6782227614,0
,1721,0.4094895857,0.5905104143,0
,1726,0.3138134522,0.6861865478,0
,1728,0.3173944836,0.6826055164,0
,1734,0.30059024,0.69940976,0
,1735,0.2449906557,0.7550093443,0
,1740,0.3141753042,0.6858246958,0
,1744,0.7743858995,0.2256141005,1
,1747,0.3786278234,0.6213721766,0
,1752,0.3177723781,0.6822276219,0
,1763,0.7555239406,0.2444760594,1
,1765,0.7754120878,0.2245879122,1
,1769,0.3772790738,0.6227209262,0
,1785,0.6432054096,0.3567945904,1
,1787,0.3392520138,0.6607479862,0
,1788,0.4428684734,0.5571315266,0
,1793,0.2977803786,0.7022196214,0
,1800,0.3268803787,0.6731196213,0
,1825,0.3887042238,0.6112957762,0
,1826,0.744757753,0.255242247,1
,1834,0.3042073239,0.6957926761,0
,1843,0.3047772582,0.6952227418,0
,1844,0.2986199372,0.7013800628,0
,1848,0.3407019677,0.6592980323,0
,1849,0.4159748435,0.5840251565,0
,1860,0.3857429259,0.6142570741,0
,1863,0.3876303547,0.6123696453,0
,1875,0.5610713244,0.4389286756,1
,1883,0.3779944963,0.6220055037,0
,1890,0.5422418211,0.4577581789,1
,1892,0.5701292678,0.4298707322,1
,1893,0.5938054616,0.4061945384,1
,1897,0.5224702377,0.4775297623,1
,1905,0.3444454806,0.6555545194,0
,1908,0.5184344119,0.4815655881,1
,1931,0.2718516975,0.7281483025,0
,1940,0.7807980324,0.2192019676,1
,1943,0.3384879763,0.6615120237,0
,1947,0.2811357821,0.7188642179,0
,1965,0.7024236865,0.2975763135,1
,1967,0.4397176596,0.5602823404,0
,1968,0.3895409828,0.6104590172,0
,1972,0.7654342732,0.2345657268,1
,1982,0.2687449008,0.7312550992,0
,1985,0.2861718755,0.7138281245,0
,2005,0.6637983304,0.3362016696,1
,2010,0.6919742466,0.3080257534,1
,2021,0.3391770586,0.6608229414,0
,2024,0.6724718811,0.3275281189,1
,2036,0.5151432037,0.4848567963,1
,2043,0.7038755694,0.2961244306,1
,2047,0.6822937096,0.3177062904,1
,2049,0.4707659222,0.5292340778,0
,2055,0.3728921382,0.6271078618,0
,2065,0.4286136035,0.5713863965,0
,2066,0.3191275457,0.6808724543,0
,2070,0.2685162965,0.7314837035,0
,2077,0.9382719125,0.0617280875,1
,2085,0.8072494687,0.1927505313,1
,2095,0.6686346246,0.3313653754,1
,2097,0.6954067953,0.3045932047,1
,2108,0.4499602074,0.5500397926,0
,2112,0.7361255078,0.2638744922,1
,2113,0.7602986863,0.2397013137,1
,2122,0.2716736338,0.7283263662,0
,2139,0.3848063546,0.6151936454,0
,2144,0.6074429903,0.3925570097,1
,2146,0.263957038,0.736042962,0
,2148,0.3040721598,0.6959278402,0
,2149,0.7054854743,0.2945145257,1
,2157,0.3297886184,0.6702113816,0
,2159,0.3427068825,0.6572931175,0
,2168,0.386789578,0.613210422,0
,2176,0.3706744535,0.6293255465,0
,2178,0.5828659369,0.4171340631,1
,2181,0.2471029086,0.7528970914,0
,2187,0.8003452293,0.1996547707,1
,2188,0.3921610487,0.6078389513,0
,2190,0.334720765,0.665279235,0
,2194,0.4502104482,0.5497895518,0
,2197,0.3347352232,0.6652647768,0
,2214,0.3537470193,0.6462529807,0
,2217,0.3257517633,0.6742482367,0
,2222,0.3917437329,0.6082562671,0
,2223,0.2958782292,0.7041217708,0
,2226,0.3118217013,0.6881782987,0
,2230,0.7000231963,0.2999768037,1
,2240,0.3315275695,0.6684724305,0
,2247,0.2969443287,0.7030556713,0
,2250,0.3011603954,0.6988396046,0
,2259,0.5655017764,0.4344982236,1
,2262,0.3146983126,0.6853016874,0
,2266,0.3364251137,0.6635748863,0
,2305,0.3774650426,0.6225349574,0
,2310,0.3702111177,0.6297888823,0
,2313,0.4287931683,0.5712068317,0
,2319,0.7622927757,0.2377072243,1
,2320,0.5631715818,0.4368284182,1
,2345,0.3130229532,0.6869770468,0
,2350,0.6794006396,0.3205993604,1
,2356,0.3662915005,0.6337084995,0
,2360,0.6314458182,0.3685541818,1
,2370,0.3025340309,0.6974659691,0
,2386,0.2663132691,0.7336867309,0
,2398,0.3157997694,0.6842002306,0
,2414,0.7444430827,0.2555569173,1
,2435,0.7224439504,0.2775560496,1
,2439,0.3309771492,0.6690228508,0
,2446,0.7285962435,0.2714037565,1
,2458,0.2723288035,0.7276711965,0
,2465,0.2848080361,0.7151919639,0
,2466,0.355659888,0.644340112,0
,2470,0.3215686191,0.6784313809,0
,2495,0.7490186416,0.2509813584,1
,2501,0.3670661738,0.6329338262,0
,2507,0.3984059909,0.6015940091,0
,2533,0.2593635034,0.7406364966,0
,2537,0.411780895,0.588219105,0
,2538,0.3558550161,0.6441449839,0
,2541,0.3330732697,0.6669267303,0
,2542,0.7916357083,0.2083642917,1
,2544,0.8837708727,0.1162291273,1
,2554,0.3316086473,0.6683913527,0
,2555,0.3002977779,0.6997022221,0
,2565,0.3969852387,0.6030147613,0
,2575,0.7736701078,0.2263298922,1
,2586,0.3882625774,0.6117374226,0
,2588,0.3414016079,0.6585983921,0
,2594,0.6057653061,0.3942346939,1
,2617,0.4604520716,0.5395479284,0
,2618,0.4037774101,0.5962225899,0
,2623,0.9827238986,0.0172761014,1
,2631,0.3720208914,0.6279791086,0
,2640,0.2502098095,0.7497901905,0
,2642,0.7231550578,0.2768449422,1
,2647,0.3645017778,0.6354982222,0
,2663,0.2727089803,0.7272910197,0
,2664,0.2577324571,0.7422675429,0
,2676,0.3441694926,0.6558305074,0
,2680,0.9723860378,0.0276139622,1
,2681,0.3205460875,0.6794539125,0
,2691,0.311293849,0.688706151,0
,2693,0.3577971592,0.6422028408,0
,2695,0.3672706563,0.6327293437,0
,2704,0.2768839034,0.7231160966,0
,2708,0.3036918849,0.6963081151,0
,2709,0.9737304456,0.0262695544,1
,2717,0.6992633235,0.3007366765,1
,2722,0.4035259035,0.5964740965,0
,2728,0.2858529272,0.7141470728,0
,2732,0.7215820033,0.2784179967,1
,2743,0.4208682967,0.5791317033,0
,2752,0.3718871467,0.6281128533,0
,2757,0.7124101791,0.2875898209,1
,2761,0.3623468024,0.6376531976,0
,2769,0.2691813581,0.7308186419,0
,2771,0.3560318399,0.6439681601,0
,2774,0.3268103522,0.6731896478,0
,2776,0.3367888932,0.6632111068,0
,2781,0.2727756729,0.7272243271,0
,2793,0.2188543283,0.7811456717,0
,2799,0.281692324,0.718307676,0
,2803,0.2119321283,0.7880678717,0
,2811,0.3268388661,0.6731611339,0
,2818,0.3617961661,0.6382038339,0
,2824,0.3612096093,0.6387903907,0
,2828,0.8253233066,0.1746766934,1
,2829,0.4311958783,0.5688041217,0
,2830,0.4569645475,0.5430354525,0
,2842,0.7729356527,0.2270643473,1
,2847,0.7423549033,0.2576450967,1
,2848,0.3534287962,0.6465712038,0
,2868,0.4043497628,0.5956502372,0
,2870,0.3969737544,0.6030262456,0
,2885,0.3090590209,0.6909409791,0
,2886,0.4213460113,0.5786539887,0
,2889,0.5757249276,0.4242750724,1
,2903,0.3931488256,0.6068511744,0
,2904,0.7506237475,0.2493762525,1
,2918,0.7957711154,0.2042288846,1
,2919,0.3574870689,0.6425129311,0
,2922,0.4003439672,0.5996560328,0
,2923,0.3224863902,0.6775136098,0
,2931,0.3009484663,0.6990515337,0
,2945,0.3665928513,0.6334071487,0
,2955,0.3469402452,0.6530597548,0
,2957,0.7259966834,0.2740033166,1
,2960,0.8041144536,0.1958855464,1
,2963,0.3659297954,0.6340702046,0
,2966,0.8316581162,0.1683418838,1
,2972,0.7701730473,0.2298269527,1
,2974,0.4155295814,0.5844704186,0
,2982,0.3543008118,0.6456991882,0
,2984,0.7393543021,0.2606456979,1
,3016,0.4655575,0.5344425,0
,3021,0.3261095974,0.6738904026,0
,3023,0.7885794047,0.2114205953,1
,3025,0.4306545099,0.5693454901,0
,3029,0.2784292108,0.7215707892,0
,3034,0.7634251564,0.2365748436,1
,3038,0.3828900905,0.6171099095,0
,3040,0.3979141763,0.6020858237,0
,3051,0.709869702,0.290130298,1
,3062,0.3165166114,0.6834833886,0
,3069,0.3164580169,0.6835419831,0
,3071,0.293371106,0.706628894,0
,3076,0.9451259084,0.0548740916,1
,3079,0.3681162523,0.6318837477,0
,3081,0.2998730119,0.7001269881,0
,3082,0.3545889035,0.6454110965,0
,3084,0.7776651924,0.2223348076,1
,3098,0.3019171777,0.6980828223,0
,3104,0.2856270942,0.7143729058,0
,3105,0.2870858991,0.7129141009,0
,3114,0.674959434,0.325040566,1
,3118,0.3090498704,0.6909501296,0
,3122,0.20263144,0.79736856,0
,3132,0.1867182218,0.8132817782,0
,3138,0.4331964639,0.5668035361,0
,3141,0.4077588944,0.5922411056,0
,3156,0.7101573675,0.2898426325,1
,3162,0.7818039498,0.2181960502,1
,3167,0.3779666351,0.6220333649,0
,3170,0.4082293221,0.5917706779,0
,3171,0.312295835,0.687704165,0
,3172,0.3910512443,0.6089487557,0
,3176,0.9894609303,0.0105390697,1
,3180,0.4073497512,0.5926502488,0
,3189,0.3444770263,0.6555229737,0
,3198,0.2876422748,0.7123577252,0
,3206,0.3327682616,0.6672317384,0
,3215,0.4004731639,0.5995268361,0
,3222,0.6373135971,0.3626864029,1
,3228,0.3500544885,0.6499455115,0
,3229,0.3179006398,0.6820993602,0
,3232,0.3193471247,0.6806528753,0
,3233,0.2796180662,0.7203819338,0
,3238,0.344361591,0.655638409,0
,3256,0.3864984947,0.6135015053,0
,3264,0.5908265353,0.4091734647,1
,3273,0.4272228454,0.5727771546,0
,3275,0.6382288261,0.3617711739,1
,3285,0.4252078294,0.5747921706,0
,3289,0.2878662395,0.7121337605,0
,3294,0.3796415992,0.6203584008,0
,3306,0.2734170733,0.7265829267,0
,3311,0.6578965887,0.3421034113,1
,3318,0.2889908297,0.7110091703,0
,3322,0.5221479702,0.4778520298,1
,3324,0.2849311867,0.7150688133,0
,3334,0.4244374626,0.5755625374,0
,3341,0.3874341391,0.6125658609,0
,3345,0.266327669,0.733672331,0
,3346,0.9381200016,0.0618799984,1
,3352,0.3461518373,0.6538481627,0
,3368,0.3190903624,0.6809096376,0
,3371,0.2459833722,0.7540166278,0
,3372,0.489456837,0.510543163,0
,3375,0.4605144313,0.5394855687,0
,3384,0.3797859399,0.6202140601,0
,3387,0.3519183476,0.6480816524,0
,3393,0.3545373372,0.6454626628,0
,3406,0.3360574304,0.6639425696,0
,3411,0.5570920815,0.4429079185,1
,3412,0.6744595375,0.3255404625,1
,3414,0.4682889126,0.5317110874,0
,3417,0.6356876228,0.3643123772,1
,3420,0.8154553907,0.1845446093,1
,3423,0.8118124444,0.1881875556,1
,3436,0.2844015875,0.7155984125,0
,3438,0.74696948,0.25303052,1
,3442,0.3045574691,0.6954425309,0
,3443,0.3819753155,0.6180246845,0
,3451,0.2017180064,0.7982819936,0
,3461,0.4213108642,0.5786891358,0
,3489,0.3000205631,0.6999794369,0
,3491,0.5609166624,0.4390833376,1
,3510,0.6862734986,0.3137265014,1
,3515,0.4939141017,0.5060858983,0
,3527,0.3877493466,0.6122506534,0
,3530,0.4371961555,0.5628038445,0
,3540,0.3258144527,0.6741855473,0
,3582,0.3524176109,0.6475823891,0
,3604,0.3634770779,0.6365229221,0
,3605,0.2454919144,0.7545080856,0
,3609,0.2916969945,0.7083030055,0
,3624,0.2689309255,0.7310690745,0
,3628,0.6958384933,0.3041615067,1
,3630,0.2266738319,0.7733261681,0
,3641,0.2261225511,0.7738774489,0
,3642,0.2451086796,0.7548913204,0
,3648,0.2653055415,0.7346944585,0
,3650,0.9768739382,0.0231260618,1
,3652,0.9744205941,0.0255794059,1
,3660,0.3452914099,0.6547085901,0
,3664,0.2280436373,0.7719563627,0
,3670,0.3640129326,0.6359870674,0
,3672,0.3508166921,0.6491833079,0
,3680,0.3591626117,0.6408373883,0
,3682,0.9806911376,0.0193088624,1
,3685,0.6602002752,0.3397997248,1
,3686,0.2921924806,0.7078075194,0
,3689,0.3640914726,0.6359085274,0
,3705,0.3680440452,0.6319559548,0
,3712,0.2756527464,0.7243472536,0
,3713,0.2875222934,0.7124777066,0
,3719,0.2756335338,0.7243664662,0
,3721,0.2926715539,0.7073284461,0
,3723,0.7073114191,0.2926885809,1
,3724,0.2363079534,0.7636920466,0
,3727,0.2498716706,0.7501283294,0
,3733,0.6524251945,0.3475748055,1
,3734,0.4752939485,0.5247060515,0
,3742,0.3493775369,0.6506224631,0
,3770,0.3046756515,0.6953243485,0
,3777,0.3125025166,0.6874974834,0
,3778,0.3117883094,0.6882116906,0
,3780,0.4177341057,0.5822658943,0
,3783,0.4491605618,0.5508394382,0
,3784,0.4073645254,0.5926354746,0
,3788,0.3950978392,0.6049021608,0
,3790,0.371113385,0.628886615,0
,3794,0.4307380579,0.5692619421,0
,3795,0.4503161594,0.5496838406,0
,3796,0.3664765123,0.6335234877,0
,3801,0.628341964,0.371658036,1
,3806,0.3395361903,0.6604638097,0
,3813,0.32060446,0.67939554,0
,3814,0.3209959385,0.6790040615,0
,3818,0.2578987024,0.7421012976,0
,3824,0.3509272672,0.6490727328,0
,3836,0.3298811759,0.6701188241,0
,3853,0.3789572967,0.6210427033,0
,3855,0.3060110368,0.6939889632,0
,3858,0.3779783365,0.6220216635,0
,3861,0.7605463249,0.2394536751,1
,3866,0.3309619745,0.6690380255,0
,3870,0.3060375392,0.6939624608,0
,3874,0.9836995555,0.0163004445,1
,3876,0.2829047633,0.7170952367,0
,3878,0.2527180588,0.7472819412,0
,3890,0.3946850008,0.6053149992,0
,3900,0.9257364709,0.0742635291,1
,3904,0.3738120579,0.6261879421,0
,3906,0.4060629327,0.5939370673,0
,3907,0.3911409976,0.6088590024,0
,3908,0.3477630736,0.6522369264,0
,3912,0.493282987,0.506717013,0
,3918,0.9863151904,0.0136848096,1
,3923,0.9833633004,0.0166366996,1
,3924,0.3990693013,0.6009306987,0
,3925,0.411698959,0.588301041,0
,3927,0.5928910012,0.4071089988,1
,3955,0.979339998,0.020660002,1
,3964,0.4040135644,0.5959864356,0
,3969,0.3797969697,0.6202030303,0
,3974,0.7139531615,0.2860468385,1
,3976,0.3667635612,0.6332364388,0
,3984,0.2359055413,0.7640944587,0
,3991,0.3618590645,0.6381409355,0
,3993,0.9849750265,0.0150249735,1
,4009,0.2984808371,0.7015191629,0
,4011,0.3730369556,0.6269630444,0
,4020,0.3529930507,0.6470069493,0
,4033,0.3166388295,0.6833611705,0
,4041,0.452919039,0.547080961,0
,4045,0.8177123884,0.1822876116,1
,4052,0.4229808556,0.5770191444,0
,4055,0.372860052,0.627139948,0
,4056,0.4466873805,0.5533126195,0
,4057,0.4481861166,0.5518138834,0
,4067,0.9843396787,0.0156603213,1
,4069,0.344677268,0.655322732,0
,4077,0.248637014,0.751362986,0
,4094,0.2905247379,0.7094752621,0
,4095,0.2936229189,0.7063770811,0
,4100,0.4537585948,0.5462414052,0
,4119,0.4010473582,0.5989526418,0
,4130,0.7412829698,0.2587170302,1
,4131,0.3716609727,0.6283390273,0
,4132,0.5570805602,0.4429194398,1
,4134,0.6273308941,0.3726691059,1
,4137,0.8964215582,0.1035784418,1
,4138,0.3565287072,0.6434712928,0
,4143,0.2931918752,0.7068081248,0
,4145,0.3410772421,0.6589227579,0
,4148,0.3538768385,0.6461231615,0
,4163,0.3616447115,0.6383552885,0
,4166,0.3638962273,0.6361037727,0
,4169,0.7920967205,0.2079032795,1
,4170,0.4217597487,0.5782402513,0
,4174,0.4496067637,0.5503932363,0
,4180,0.385520306,0.614479694,0
,4199,0.9798094526,0.0201905474,1
,4201,0.3558113424,0.6441886576,0
,4203,0.3849815208,0.6150184792,0
,4210,0.3313681498,0.6686318502,0
,4211,0.2985927551,0.7014072449,0
,4213,0.9796189571,0.0203810429,1
,4225,0.3383088059,0.6616911941,0
,4235,0.2955286622,0.7044713378,0
,4242,0.3006679805,0.6993320195,0
,4245,0.2955934109,0.7044065891,0
,4250,0.3760963453,0.6239036547,0
,4252,0.3656860061,0.6343139939,0
,4254,0.354444395,0.645555605,0
,4263,0.3698395484,0.6301604516,0
,4264,0.3621057049,0.6378942951,0
,4268,0.317912305,0.682087695,0
,4270,0.5086649118,0.4913350882,1
,4282,0.8035409665,0.1964590335,1
,4283,0.4176856755,0.5823143245,0
,4291,0.3996499538,0.6003500462,0
,4304,0.3479821248,0.6520178752,0
,4306,0.2794995365,0.7205004635,0
,4309,0.2893451605,0.7106548395,0
,4310,0.2920817779,0.7079182221,0
,4313,0.2687950034,0.7312049966,0
,4314,0.3824906467,0.6175093533,0
,4315,0.2947465253,0.7052534747,0
,4321,0.2831753397,0.7168246603,0
,4324,0.3058934031,0.6941065969,0
,4325,0.3239522322,0.6760477678,0
,4328,0.3034716367,0.6965283633,0
,4329,0.2652671982,0.7347328018,0
,4332,0.290419003,0.709580997,0
,4337,0.2798273688,0.7201726312,0
,4342,0.3853903824,0.6146096176,0
,4344,0.3917672532,0.6082327468,0
,4352,0.3281761122,0.6718238878,0
,4355,0.3187024284,0.6812975716,0
,4366,0.28807915,0.71192085,0
,4371,0.4422906379,0.5577093621,0
,4372,0.4233301067,0.5766698933,0
,4376,0.432941161,0.567058839,0
,4384,0.3749074895,0.6250925105,0
,4387,0.3920046062,0.6079953938,0
,4389,0.3797833396,0.6202166604,0
,4390,0.3836915185,0.6163084815,0
,4406,0.376268336,0.623731664,0
,4407,0.8899354141,0.1100645859,1
,4409,0.9871457009,0.0128542991,1
,4410,0.7945947334,0.2054052666,1
,4424,0.4076152359,0.5923847641,0
